account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag
A05206,Company_5206,Industrial & Logistics,Brunei,2025-04-21 18:38:52,organic,Basic,2,False,True
A05207,Company_5207,Technology,Malaysia,2026-03-13 04:40:35,partner,Pro,26,False,True
A05208,Company_5208,Energy & Resources,Laos,2025-06-11 20:06:34,ads,Pro,18,True,False
A05209,Company_5209,Education,Indonesia,2025-09-10 15:20:03,outbound,Basic,16,True,True
A05210,Company_5210,Technology,Indonesia,2025-12-03 06:39:11,partner,Free,18,True,False
A05211,Company_5211,Energy & Resources,Laos,2026-11-17 03:39:32,partner,Free,44,True,False
A05212,Company_5212,Technology,Singapore,2026-05-30 04:28:17,ads,Basic,27,False,False
A05213,Company_5213,Industrial & Logistics,Cambodia,2024-01-11 18:56:20,ads,Enterprise,97,False,True
A05214,Company_5214,Industrial & Logistics,Philippines,2026-02-10 08:27:57,partner,Pro,15,False,False
A05215,Company_5215,Consumer & Lifestyle,Indonesia,2026-12-03 04:48:25,outbound,Free,7,True,False
A05216,Company_5216,Technology,Malaysia,2026-04-03 21:53:11,other,Free,24,True,False
A05217,Company_5217,Technology,Brunei,2026-09-07 04:40:22,outbound,Basic,38,True,False
A05218,Company_5218,Finance,Brunei,2026-11-26 22:53:56,ads,Enterprise,234,True,False
A05219,Company_5219,Technology,Indonesia,2025-10-01 19:22:30,partner,Pro,17,False,False
A05220,Company_5220,Consumer & Lifestyle,Philippines,2026-03-30 17:42:54,organic,Pro,36,True,False
A05221,Company_5221,Energy & Resources,Malaysia,2024-01-25 05:27:03,other,Pro,12,False,True
A05222,Company_5222,Energy & Resources,Laos,2024-07-11 19:17:23,partner,Basic,12,False,False
A05223,Company_5223,Education,Cambodia,2026-08-10 08:24:37,organic,Pro,28,False,True
A05224,Company_5224,Energy & Resources,Myanmar,2026-12-18 06:49:51,ads,Basic,45,False,False
A05225,Company_5225,Technology,Brunei,2026-01-07 08:15:33,outbound,Basic,33,True,False
A05226,Company_5226,Education,Philippines,2024-04-13 19:51:36,event,Pro,29,True,False
A05227,Company_5227,E-commerce & Retail,Indonesia,2026-10-25 18:59:28,partner,Pro,45,False,False
A05228,Company_5228,Healthcare & Life Sciences,Indonesia,2026-11-13 06:25:41,ads,Free,27,True,True
A05229,Company_5229,Professional Services,Philippines,2025-10-18 10:16:32,other,Free,47,True,False
A05230,Company_5230,Technology,Brunei,2024-05-21 12:19:10,outbound,Pro,44,False,True
A05231,Company_5231,Education,Malaysia,2024-01-20 19:41:53,outbound,Basic,7,True,False
A05232,Company_5232,Technology,Laos,2025-09-21 04:49:31,event,Enterprise,427,False,False
A05233,Company_5233,Education,Cambodia,2025-04-13 17:31:03,other,Basic,6,False,False
A05234,Company_5234,Energy & Resources,Cambodia,2026-09-16 16:48:08,event,Pro,16,True,False
A05235,Company_5235,Professional Services,Philippines,2024-11-09 18:51:08,other,Pro,31,True,True
A05236,Company_5236,Professional Services,Brunei,2025-07-11 23:56:53,other,Enterprise,387,False,True
A05237,Company_5237,Industrial & Logistics,Malaysia,2024-11-19 07:13:36,outbound,Free,9,True,False
A05238,Company_5238,Finance,Malaysia,2025-03-01 12:26:06,event,Pro,46,False,True
A05239,Company_5239,Finance,Philippines,2026-05-20 12:01:10,organic,Free,47,True,False
A05240,Company_5240,Finance,Singapore,2026-11-14 18:53:09,outbound,Enterprise,454,False,False
A05241,Company_5241,Finance,Brunei,2026-06-15 02:48:55,partner,Free,27,True,False
A05242,Company_5242,Finance,Brunei,2025-09-15 10:37:13,event,Free,25,True,True
A05243,Company_5243,Consumer & Lifestyle,Malaysia,2026-02-23 05:41:56,partner,Free,49,True,True
A05244,Company_5244,Consumer & Lifestyle,Indonesia,2024-09-24 21:50:42,other,Pro,20,False,True
A05245,Company_5245,Energy & Resources,Cambodia,2026-11-07 14:33:24,ads,Basic,35,False,False
A05246,Company_5246,Education,Philippines,2026-02-11 03:03:24,outbound,Enterprise,392,False,False
A05247,Company_5247,Professional Services,Brunei,2024-01-08 08:25:00,other,Free,36,True,False
A05248,Company_5248,Finance,Cambodia,2024-08-16 09:44:07,organic,Basic,12,True,True
A05249,Company_5249,Professional Services,Cambodia,2026-10-06 10:21:08,ads,Pro,36,False,False
A05250,Company_5250,Industrial & Logistics,Myanmar,2025-09-22 23:26:53,outbound,Basic,38,True,False
A05251,Company_5251,Energy & Resources,Indonesia,2024-01-31 08:04:57,event,Free,28,True,True
A05252,Company_5252,Consumer & Lifestyle,Brunei,2024-11-30 00:04:13,outbound,Pro,42,False,True
A05253,Company_5253,Finance,Singapore,2025-04-22 14:09:05,organic,Basic,43,False,True
A05254,Company_5254,Technology,Philippines,2024-10-20 11:08:47,organic,Pro,48,False,True
A05255,Company_5255,Professional Services,Myanmar,2025-01-17 02:19:37,other,Basic,50,True,False
A05256,Company_5256,Technology,Philippines,2025-11-06 04:41:15,other,Pro,38,True,True
A05257,Company_5257,Professional Services,Laos,2024-02-24 13:28:38,event,Basic,33,True,False
A05258,Company_5258,Education,Philippines,2024-08-28 02:03:44,outbound,Pro,45,False,False
A05259,Company_5259,Energy & Resources,Singapore,2026-11-28 17:38:42,outbound,Free,27,True,False
A05260,Company_5260,Industrial & Logistics,Malaysia,2025-03-20 21:39:22,outbound,Pro,18,False,False
A05261,Company_5261,Education,Brunei,2024-07-25 23:14:12,event,Basic,26,True,True
A05262,Company_5262,Consumer & Lifestyle,Laos,2026-03-02 23:53:05,outbound,Free,7,True,False
A05263,Company_5263,Technology,Indonesia,2026-01-10 10:01:06,partner,Basic,1,False,False
A05264,Company_5264,E-commerce & Retail,Myanmar,2025-06-02 14:37:05,ads,Pro,49,True,False
A05265,Company_5265,E-commerce & Retail,Myanmar,2025-09-09 00:45:38,other,Pro,15,True,False
A05266,Company_5266,Healthcare & Life Sciences,Indonesia,2025-02-01 04:46:55,organic,Basic,24,False,True
A05267,Company_5267,Consumer & Lifestyle,Laos,2026-08-08 09:05:46,organic,Enterprise,438,True,True
A05268,Company_5268,Industrial & Logistics,Malaysia,2025-08-15 00:20:12,ads,Free,6,True,True
A05269,Company_5269,Industrial & Logistics,Philippines,2026-10-02 12:56:54,partner,Free,30,True,False
A05270,Company_5270,Professional Services,Indonesia,2024-07-08 18:53:22,outbound,Free,46,True,True
A05271,Company_5271,Energy & Resources,Indonesia,2026-09-10 03:21:43,outbound,Basic,2,True,False
A05272,Company_5272,Consumer & Lifestyle,Myanmar,2025-09-26 02:35:56,ads,Pro,14,True,False
A05273,Company_5273,Energy & Resources,Myanmar,2024-12-03 06:03:03,ads,Enterprise,116,True,False
A05274,Company_5274,Healthcare & Life Sciences,Philippines,2026-03-18 05:24:53,other,Free,9,True,False
A05275,Company_5275,Healthcare & Life Sciences,Brunei,2024-10-01 12:22:15,organic,Free,49,True,False
A05276,Company_5276,Technology,Singapore,2024-12-28 01:45:48,event,Pro,46,False,False
A05277,Company_5277,Education,Singapore,2026-12-12 10:10:00,ads,Basic,10,False,False
A05278,Company_5278,Healthcare & Life Sciences,Indonesia,2025-11-23 11:32:34,ads,Free,13,True,True
A05279,Company_5279,Professional Services,Indonesia,2026-11-26 16:37:19,event,Free,41,True,False
A05280,Company_5280,Finance,Cambodia,2025-03-12 09:51:28,partner,Basic,41,False,False
A05281,Company_5281,Technology,Laos,2026-09-30 00:18:40,outbound,Basic,36,False,False
A05282,Company_5282,Energy & Resources,Brunei,2024-12-06 09:24:18,outbound,Basic,38,False,False
A05283,Company_5283,Industrial & Logistics,Laos,2025-10-15 22:46:05,partner,Basic,25,False,True
A05284,Company_5284,E-commerce & Retail,Brunei,2025-07-07 20:51:28,partner,Basic,47,False,False
A05285,Company_5285,Consumer & Lifestyle,Cambodia,2026-01-30 08:40:29,outbound,Pro,35,False,False
A05286,Company_5286,E-commerce & Retail,Philippines,2025-03-25 12:20:01,ads,Free,14,True,True
A05287,Company_5287,Professional Services,Malaysia,2026-10-03 03:44:37,event,Enterprise,358,False,False
A05288,Company_5288,Professional Services,Indonesia,2024-11-13 04:18:56,other,Free,9,True,True
A05289,Company_5289,Consumer & Lifestyle,Philippines,2026-06-07 19:53:55,other,Free,39,True,True
A05290,Company_5290,Finance,Malaysia,2026-11-10 02:49:53,organic,Basic,14,False,False
A05291,Company_5291,Professional Services,Malaysia,2025-01-04 18:07:20,event,Free,39,True,False
A05292,Company_5292,Finance,Singapore,2026-11-13 07:43:26,ads,Basic,23,False,False
A05293,Company_5293,Industrial & Logistics,Myanmar,2025-05-30 03:45:25,other,Free,28,True,True
A05294,Company_5294,Healthcare & Life Sciences,Laos,2026-11-08 12:12:47,outbound,Pro,26,False,False
A05295,Company_5295,Professional Services,Myanmar,2025-10-10 15:26:02,ads,Basic,20,False,True
A05296,Company_5296,Finance,Singapore,2024-08-09 02:17:38,ads,Basic,23,False,False
A05297,Company_5297,Consumer & Lifestyle,Myanmar,2026-03-30 19:28:01,ads,Basic,20,True,False
A05298,Company_5298,Industrial & Logistics,Indonesia,2024-08-25 05:12:57,other,Free,23,True,False
A05299,Company_5299,Industrial & Logistics,Indonesia,2025-11-17 06:14:16,event,Free,37,True,True
A05300,Company_5300,Education,Singapore,2026-07-26 20:13:02,ads,Free,22,True,False
A05301,Company_5301,Education,Myanmar,2026-05-14 05:32:23,partner,Basic,21,False,False
A05302,Company_5302,Finance,Philippines,2025-11-07 11:51:43,organic,Pro,42,True,False
A05303,Company_5303,Finance,Singapore,2026-03-08 18:26:44,other,Basic,3,True,True
A05304,Company_5304,Industrial & Logistics,Myanmar,2024-08-15 12:50:52,ads,Pro,30,False,True
A05305,Company_5305,Industrial & Logistics,Philippines,2026-11-26 20:13:09,ads,Pro,11,True,False
A05306,Company_5306,Healthcare & Life Sciences,Laos,2026-12-30 08:48:05,event,Pro,11,False,False
A05307,Company_5307,Finance,Myanmar,2025-12-03 04:26:10,other,Free,14,True,False
A05308,Company_5308,Finance,Singapore,2025-08-31 01:49:41,event,Free,7,True,False
A05309,Company_5309,Technology,Philippines,2024-01-17 02:51:53,ads,Basic,34,False,False
A05310,Company_5310,Consumer & Lifestyle,Indonesia,2024-08-27 14:55:42,other,Basic,20,False,True
A05311,Company_5311,Education,Brunei,2025-12-29 14:39:09,outbound,Basic,40,True,False
A05312,Company_5312,Healthcare & Life Sciences,Philippines,2025-10-31 03:21:20,organic,Pro,40,False,True
A05313,Company_5313,Energy & Resources,Brunei,2025-10-06 10:07:09,organic,Free,50,True,False
A05314,Company_5314,Education,Myanmar,2025-03-19 14:36:08,outbound,Basic,32,False,True
A05315,Company_5315,Healthcare & Life Sciences,Indonesia,2026-06-11 16:26:40,event,Pro,17,False,False
A05316,Company_5316,Energy & Resources,Cambodia,2025-11-15 06:16:57,event,Pro,4,False,False
A05317,Company_5317,Industrial & Logistics,Myanmar,2026-06-08 12:04:33,partner,Free,22,True,True
A05318,Company_5318,Education,Philippines,2024-05-16 12:14:40,outbound,Basic,29,False,True
A05319,Company_5319,Healthcare & Life Sciences,Philippines,2024-05-20 16:43:39,partner,Basic,49,False,True
A05320,Company_5320,Industrial & Logistics,Malaysia,2025-01-16 09:20:07,event,Pro,23,True,False
A05321,Company_5321,Energy & Resources,Singapore,2024-11-28 22:29:50,ads,Basic,26,True,False
A05322,Company_5322,Industrial & Logistics,Laos,2025-01-07 10:17:28,outbound,Free,37,True,True
A05323,Company_5323,Healthcare & Life Sciences,Laos,2026-08-02 21:34:19,ads,Enterprise,134,True,False
A05324,Company_5324,Energy & Resources,Cambodia,2025-07-10 15:24:06,organic,Free,26,True,True
A05325,Company_5325,Technology,Indonesia,2024-10-16 23:21:50,event,Pro,44,True,True
A05326,Company_5326,Professional Services,Singapore,2025-12-02 23:03:43,ads,Free,34,True,False
A05327,Company_5327,Industrial & Logistics,Myanmar,2025-05-27 19:40:17,organic,Enterprise,264,False,False
A05328,Company_5328,Industrial & Logistics,Laos,2025-04-10 11:56:45,outbound,Basic,4,True,False
A05329,Company_5329,Finance,Brunei,2025-03-05 01:39:22,outbound,Basic,48,False,True
A05330,Company_5330,Energy & Resources,Singapore,2024-05-05 22:16:37,ads,Free,8,True,False
A05331,Company_5331,Energy & Resources,Myanmar,2026-06-11 12:53:04,other,Pro,26,False,False
A05332,Company_5332,Technology,Singapore,2026-02-19 22:19:45,partner,Pro,45,True,False
A05333,Company_5333,Healthcare & Life Sciences,Malaysia,2024-07-09 11:43:28,ads,Basic,39,True,False
A05334,Company_5334,Technology,Brunei,2026-04-24 18:38:00,ads,Basic,46,False,False
A05335,Company_5335,Technology,Cambodia,2026-03-11 23:53:25,event,Basic,48,True,False
A05336,Company_5336,Professional Services,Singapore,2025-06-10 04:59:33,organic,Pro,31,True,False
A05337,Company_5337,Energy & Resources,Philippines,2024-02-18 09:58:31,organic,Free,19,True,False
A05338,Company_5338,Professional Services,Singapore,2026-04-21 22:22:31,outbound,Free,24,True,False
A05339,Company_5339,Finance,Indonesia,2026-10-13 01:42:21,outbound,Pro,39,True,False
A05340,Company_5340,Energy & Resources,Malaysia,2026-08-29 15:17:52,organic,Pro,24,True,False
A05341,Company_5341,Healthcare & Life Sciences,Myanmar,2026-06-13 03:25:52,event,Free,48,True,False
A05342,Company_5342,Consumer & Lifestyle,Brunei,2025-11-11 10:39:03,outbound,Free,28,True,False
A05343,Company_5343,E-commerce & Retail,Indonesia,2024-01-13 02:18:49,other,Basic,42,True,True
A05344,Company_5344,Energy & Resources,Singapore,2024-09-10 02:42:03,outbound,Pro,36,False,True
A05345,Company_5345,Finance,Cambodia,2026-12-26 12:15:34,event,Free,28,True,False
A05346,Company_5346,Finance,Indonesia,2024-12-07 18:18:55,partner,Free,9,True,True
A05347,Company_5347,Education,Singapore,2026-06-14 13:00:41,other,Basic,9,True,False
A05348,Company_5348,Finance,Philippines,2024-03-22 00:44:41,outbound,Enterprise,473,True,False
A05349,Company_5349,Consumer & Lifestyle,Laos,2025-07-18 05:39:12,event,Basic,23,True,False
A05350,Company_5350,E-commerce & Retail,Myanmar,2024-01-11 17:26:20,other,Basic,7,True,True
A05351,Company_5351,Technology,Myanmar,2024-07-22 23:31:29,event,Pro,42,True,True
A05352,Company_5352,Finance,Cambodia,2025-07-29 16:54:22,organic,Enterprise,269,True,False
A05353,Company_5353,Finance,Brunei,2024-07-02 02:52:20,organic,Basic,4,False,True
A05354,Company_5354,Healthcare & Life Sciences,Indonesia,2026-11-02 11:58:00,ads,Pro,43,False,False
A05355,Company_5355,Professional Services,Philippines,2024-04-02 02:23:25,event,Free,23,True,False
A05356,Company_5356,Healthcare & Life Sciences,Brunei,2024-07-29 17:41:54,partner,Free,10,True,False
A05357,Company_5357,Professional Services,Brunei,2026-10-26 13:06:33,organic,Basic,28,False,False
A05358,Company_5358,Industrial & Logistics,Singapore,2026-06-24 03:45:03,partner,Pro,41,True,False
A05359,Company_5359,Finance,Brunei,2025-07-12 04:03:19,ads,Free,11,True,True
A05360,Company_5360,Finance,Myanmar,2024-03-17 01:06:25,partner,Pro,28,True,False
A05361,Company_5361,Education,Laos,2024-06-09 08:16:08,other,Enterprise,335,False,True
A05362,Company_5362,Consumer & Lifestyle,Brunei,2025-09-24 08:39:42,partner,Pro,35,False,False
A05363,Company_5363,Education,Myanmar,2024-02-29 06:00:05,event,Pro,36,False,True
A05364,Company_5364,Energy & Resources,Singapore,2025-05-20 22:21:10,outbound,Free,37,True,True
A05365,Company_5365,Professional Services,Singapore,2024-01-18 22:47:48,outbound,Basic,48,True,True
A05366,Company_5366,Industrial & Logistics,Myanmar,2024-07-23 14:14:28,event,Pro,30,True,True
A05367,Company_5367,Professional Services,Malaysia,2026-05-16 01:10:32,event,Free,40,True,True
A05368,Company_5368,E-commerce & Retail,Laos,2026-10-12 17:42:50,organic,Free,17,True,False
A05369,Company_5369,Technology,Laos,2025-04-18 21:03:17,event,Free,40,True,False
A05370,Company_5370,Industrial & Logistics,Cambodia,2025-07-11 19:43:22,partner,Basic,42,False,False
A05371,Company_5371,Consumer & Lifestyle,Myanmar,2024-10-22 23:38:39,outbound,Pro,41,False,False
A05372,Company_5372,Energy & Resources,Indonesia,2026-07-28 13:18:46,organic,Free,39,True,True
A05373,Company_5373,Professional Services,Myanmar,2024-05-28 16:55:55,organic,Basic,19,False,True
A05374,Company_5374,Professional Services,Malaysia,2025-12-30 04:59:35,event,Enterprise,394,False,False
A05375,Company_5375,Industrial & Logistics,Cambodia,2024-01-23 06:02:37,event,Free,44,True,True
A05376,Company_5376,Industrial & Logistics,Myanmar,2025-11-23 19:43:35,ads,Enterprise,93,True,False
A05377,Company_5377,Education,Cambodia,2026-04-19 02:00:04,partner,Basic,1,False,True
A05378,Company_5378,Industrial & Logistics,Philippines,2025-09-13 09:50:59,other,Enterprise,354,False,True
A05379,Company_5379,Industrial & Logistics,Cambodia,2024-03-12 09:59:25,outbound,Free,24,True,True
A05380,Company_5380,Finance,Malaysia,2026-02-01 20:28:11,outbound,Pro,19,True,False
A05381,Company_5381,E-commerce & Retail,Malaysia,2024-07-24 06:25:11,ads,Free,46,True,False
A05382,Company_5382,Energy & Resources,Cambodia,2025-02-28 21:25:51,partner,Free,13,True,False
A05383,Company_5383,Professional Services,Laos,2025-08-29 06:37:49,event,Pro,1,False,True
A05384,Company_5384,Energy & Resources,Singapore,2025-08-29 14:06:35,partner,Enterprise,281,True,False
A05385,Company_5385,Healthcare & Life Sciences,Malaysia,2024-08-21 07:48:57,ads,Free,24,True,False
A05386,Company_5386,Professional Services,Laos,2024-05-16 04:04:32,partner,Free,8,True,True
A05387,Company_5387,Healthcare & Life Sciences,Laos,2025-10-04 16:11:09,other,Free,40,True,True
A05388,Company_5388,Finance,Singapore,2024-08-20 02:32:41,event,Free,9,True,True
A05389,Company_5389,Education,Indonesia,2024-05-12 08:23:20,other,Enterprise,499,False,True
A05390,Company_5390,Finance,Laos,2024-06-18 07:55:15,organic,Pro,18,False,True
A05391,Company_5391,Education,Indonesia,2026-04-16 03:21:24,other,Enterprise,298,False,True
A05392,Company_5392,Professional Services,Cambodia,2026-09-13 17:02:43,other,Basic,31,False,True
A05393,Company_5393,Finance,Brunei,2025-04-16 20:07:55,outbound,Free,10,True,False
A05394,Company_5394,Healthcare & Life Sciences,Philippines,2026-04-04 17:31:25,event,Free,6,True,False
A05395,Company_5395,Professional Services,Brunei,2026-05-29 00:23:59,other,Enterprise,431,False,False
A05396,Company_5396,Industrial & Logistics,Cambodia,2024-01-25 01:36:19,partner,Enterprise,461,False,True
A05397,Company_5397,Professional Services,Myanmar,2024-09-09 15:05:38,ads,Enterprise,226,False,True
A05398,Company_5398,Education,Malaysia,2026-11-21 05:29:39,ads,Basic,33,False,False
A05399,Company_5399,Education,Cambodia,2025-10-09 19:18:57,ads,Free,45,True,True
A05400,Company_5400,Education,Cambodia,2026-02-06 09:17:49,ads,Pro,10,True,False
A05401,Company_5401,Consumer & Lifestyle,Cambodia,2026-09-20 06:21:27,event,Basic,21,True,False
A05402,Company_5402,Energy & Resources,Indonesia,2024-02-09 05:06:00,event,Basic,16,True,True
A05403,Company_5403,E-commerce & Retail,Singapore,2026-03-30 01:57:07,partner,Free,31,True,False
A05404,Company_5404,Industrial & Logistics,Singapore,2025-11-16 15:52:01,event,Basic,28,True,True
A05405,Company_5405,Professional Services,Philippines,2024-07-18 14:58:46,organic,Basic,32,True,True
A05406,Company_5406,Consumer & Lifestyle,Malaysia,2026-10-30 05:42:45,ads,Free,41,True,False
A05407,Company_5407,Industrial & Logistics,Malaysia,2024-04-22 05:52:09,event,Pro,14,False,False
A05408,Company_5408,E-commerce & Retail,Myanmar,2024-10-21 12:08:12,ads,Free,50,True,False
A05409,Company_5409,Education,Brunei,2024-05-28 00:21:44,partner,Pro,3,False,False
A05410,Company_5410,Finance,Singapore,2025-02-13 01:34:54,outbound,Free,41,True,True
A05411,Company_5411,Energy & Resources,Cambodia,2024-05-06 18:59:48,event,Free,19,True,True
A05412,Company_5412,Consumer & Lifestyle,Laos,2026-07-17 04:30:08,partner,Basic,20,True,False
A05413,Company_5413,Consumer & Lifestyle,Brunei,2024-11-14 01:19:24,organic,Free,39,True,False
A05414,Company_5414,Healthcare & Life Sciences,Laos,2026-11-27 19:39:52,event,Enterprise,166,True,False
A05415,Company_5415,Consumer & Lifestyle,Singapore,2025-12-01 11:39:02,organic,Free,28,True,False
A05416,Company_5416,Education,Indonesia,2024-02-09 01:40:49,partner,Pro,48,True,True
A05417,Company_5417,Professional Services,Malaysia,2025-04-13 09:46:33,event,Basic,32,True,False
A05418,Company_5418,Professional Services,Brunei,2025-10-04 03:01:07,outbound,Pro,47,False,True
A05419,Company_5419,E-commerce & Retail,Brunei,2026-03-05 22:52:39,partner,Basic,46,False,False
A05420,Company_5420,Healthcare & Life Sciences,Philippines,2026-06-08 15:20:23,outbound,Basic,32,False,False
A05421,Company_5421,Technology,Indonesia,2024-12-07 02:55:41,ads,Basic,32,False,False
A05422,Company_5422,Healthcare & Life Sciences,Malaysia,2024-07-01 13:38:45,partner,Free,12,True,True
A05423,Company_5423,Technology,Laos,2026-05-14 21:03:47,outbound,Free,29,True,False
A05424,Company_5424,Professional Services,Indonesia,2024-11-17 03:48:26,outbound,Pro,20,False,False
A05425,Company_5425,Consumer & Lifestyle,Laos,2026-05-13 01:21:28,organic,Basic,30,False,False
A05426,Company_5426,Industrial & Logistics,Myanmar,2025-12-14 02:20:54,partner,Free,26,True,False
A05427,Company_5427,Consumer & Lifestyle,Myanmar,2025-09-16 19:43:32,other,Free,44,True,False
A05428,Company_5428,E-commerce & Retail,Brunei,2024-08-04 07:36:31,ads,Free,36,True,True
A05429,Company_5429,Healthcare & Life Sciences,Myanmar,2026-12-03 21:37:36,event,Pro,9,True,False
A05430,Company_5430,E-commerce & Retail,Myanmar,2024-09-13 08:52:39,partner,Basic,17,False,False
A05431,Company_5431,Education,Malaysia,2024-11-30 18:11:18,other,Basic,13,False,True
A05432,Company_5432,Technology,Myanmar,2026-06-29 16:13:12,outbound,Enterprise,270,False,False
A05433,Company_5433,Professional Services,Malaysia,2026-10-22 11:32:16,ads,Enterprise,66,False,False
A05434,Company_5434,Education,Indonesia,2024-05-26 19:14:33,partner,Free,17,True,False
A05435,Company_5435,Professional Services,Brunei,2026-03-20 10:11:37,organic,Pro,18,False,False
A05436,Company_5436,E-commerce & Retail,Laos,2026-03-20 02:52:20,ads,Pro,28,True,False
A05437,Company_5437,Healthcare & Life Sciences,Philippines,2024-07-02 20:28:18,event,Free,25,True,True
A05438,Company_5438,Technology,Laos,2026-11-25 18:36:27,event,Free,49,True,False
A05439,Company_5439,Professional Services,Brunei,2024-12-16 08:10:19,organic,Pro,17,False,False
A05440,Company_5440,Energy & Resources,Malaysia,2026-12-06 18:52:14,event,Basic,22,False,False
A05441,Company_5441,Healthcare & Life Sciences,Philippines,2025-02-04 19:16:18,event,Free,40,True,True
A05442,Company_5442,Industrial & Logistics,Indonesia,2024-11-02 13:07:42,other,Enterprise,156,False,False
A05443,Company_5443,Industrial & Logistics,Philippines,2025-09-03 20:48:02,outbound,Basic,32,True,False
A05444,Company_5444,Healthcare & Life Sciences,Malaysia,2026-03-18 06:34:50,event,Basic,32,True,True
A05445,Company_5445,Education,Brunei,2025-10-22 10:34:00,outbound,Free,50,True,True
A05446,Company_5446,Healthcare & Life Sciences,Singapore,2025-02-02 23:38:20,event,Enterprise,87,False,True
A05447,Company_5447,Consumer & Lifestyle,Cambodia,2026-10-10 09:38:25,ads,Basic,20,True,False
A05448,Company_5448,Consumer & Lifestyle,Myanmar,2024-11-07 10:35:07,organic,Pro,1,False,False
A05449,Company_5449,Finance,Indonesia,2025-07-18 09:31:50,event,Enterprise,66,True,False
A05450,Company_5450,Education,Laos,2024-06-14 01:44:37,ads,Basic,34,False,False
A05451,Company_5451,E-commerce & Retail,Brunei,2024-11-04 20:09:39,partner,Basic,17,False,True
A05452,Company_5452,Professional Services,Myanmar,2026-06-27 19:21:11,organic,Pro,6,True,False
A05453,Company_5453,Technology,Laos,2025-08-20 06:12:27,other,Pro,17,False,False
A05454,Company_5454,Consumer & Lifestyle,Indonesia,2026-10-20 05:08:09,event,Pro,6,True,False
A05455,Company_5455,Industrial & Logistics,Philippines,2026-10-24 13:46:56,other,Enterprise,245,False,False
A05456,Company_5456,Industrial & Logistics,Brunei,2024-12-25 02:30:34,organic,Basic,12,False,False
A05457,Company_5457,Education,Indonesia,2024-10-08 12:34:26,other,Pro,30,True,False
A05458,Company_5458,Industrial & Logistics,Philippines,2024-09-26 10:43:22,ads,Free,33,True,False
A05459,Company_5459,Finance,Malaysia,2025-02-18 16:53:33,partner,Enterprise,367,False,True
A05460,Company_5460,Consumer & Lifestyle,Philippines,2026-11-25 11:42:06,organic,Basic,13,True,False
A05461,Company_5461,Education,Brunei,2024-07-03 03:40:39,outbound,Free,22,True,False
A05462,Company_5462,Industrial & Logistics,Singapore,2026-11-16 00:23:55,event,Basic,41,False,False
A05463,Company_5463,Professional Services,Myanmar,2025-10-20 16:15:30,organic,Basic,27,False,False
A05464,Company_5464,Consumer & Lifestyle,Indonesia,2024-02-24 06:24:40,partner,Enterprise,318,True,True
A05465,Company_5465,Education,Indonesia,2026-02-17 04:56:10,other,Basic,31,False,False
A05466,Company_5466,Consumer & Lifestyle,Singapore,2024-10-29 05:14:58,ads,Enterprise,260,True,False
A05467,Company_5467,Industrial & Logistics,Philippines,2025-08-17 11:18:01,other,Free,32,True,False
A05468,Company_5468,Industrial & Logistics,Laos,2025-10-21 02:56:30,other,Enterprise,441,False,True
A05469,Company_5469,Industrial & Logistics,Laos,2025-06-04 01:27:22,event,Basic,42,False,False
A05470,Company_5470,Finance,Malaysia,2026-09-10 08:26:39,partner,Free,29,True,False
A05471,Company_5471,Consumer & Lifestyle,Laos,2026-09-03 02:51:07,partner,Pro,16,True,False
A05472,Company_5472,E-commerce & Retail,Laos,2026-10-03 06:46:59,organic,Free,41,True,False
A05473,Company_5473,E-commerce & Retail,Singapore,2025-07-20 07:13:02,event,Free,32,True,False
A05474,Company_5474,Industrial & Logistics,Malaysia,2025-02-27 22:12:47,ads,Pro,48,False,False
A05475,Company_5475,Healthcare & Life Sciences,Philippines,2026-09-23 19:40:02,partner,Pro,22,False,False
A05476,Company_5476,Consumer & Lifestyle,Singapore,2025-03-10 10:23:43,partner,Basic,3,False,False
A05477,Company_5477,Energy & Resources,Myanmar,2024-12-22 15:04:01,event,Basic,13,False,True
A05478,Company_5478,Finance,Indonesia,2024-10-19 19:22:35,outbound,Free,39,True,True
A05479,Company_5479,Education,Singapore,2026-07-22 08:46:31,outbound,Basic,48,False,True
A05480,Company_5480,Education,Brunei,2024-12-09 22:47:56,partner,Basic,4,False,True
A05481,Company_5481,Education,Singapore,2024-01-03 00:45:50,partner,Pro,25,True,True
A05482,Company_5482,E-commerce & Retail,Myanmar,2024-06-09 13:31:53,partner,Free,48,True,True
A05483,Company_5483,Consumer & Lifestyle,Myanmar,2026-03-13 09:27:30,ads,Free,35,True,False
A05484,Company_5484,Industrial & Logistics,Laos,2024-11-09 22:29:52,other,Enterprise,252,False,False
A05485,Company_5485,Healthcare & Life Sciences,Cambodia,2025-09-04 04:57:06,outbound,Enterprise,431,True,True
A05486,Company_5486,Education,Brunei,2024-11-01 08:30:43,partner,Pro,37,False,False
A05487,Company_5487,Education,Brunei,2026-07-12 17:36:36,organic,Free,4,True,False
A05488,Company_5488,Consumer & Lifestyle,Myanmar,2024-05-17 22:15:15,organic,Free,41,True,False
A05489,Company_5489,Energy & Resources,Brunei,2026-01-20 05:15:38,outbound,Pro,8,False,False
A05490,Company_5490,Consumer & Lifestyle,Philippines,2025-04-09 12:38:06,event,Enterprise,184,False,True
